,,,,mean,mean,mean,MG,inst_acc
InternVL 3.5 (1B),280.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),281.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),282.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),283.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),284.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),285.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),286.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),287.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),288.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),289.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),290.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),291.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),292.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),293.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),294.0,fine-grained perception,localization,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),295.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),296.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),297.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (1B),298.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),299.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),300.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),301.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),302.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),303.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),304.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (1B),305.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),306.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),307.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),308.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),309.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),310.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),311.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),312.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),313.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),314.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),315.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),316.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),317.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),318.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),319.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),320.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),321.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),322.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),323.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),324.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),325.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),326.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),327.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),328.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),329.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),330.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),331.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),332.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),333.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),334.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),335.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),336.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),337.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),338.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),339.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),340.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),341.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),342.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),343.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),344.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),345.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),346.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),347.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),348.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),349.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),350.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),351.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),352.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),353.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),354.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),355.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),356.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),357.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),358.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),359.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),360.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),361.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),362.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),363.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),364.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),365.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (1B),366.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),367.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),368.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),369.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),370.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),371.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),372.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),373.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),374.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),375.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),376.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),377.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (1B),378.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),379.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),380.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),381.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),382.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),383.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),384.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),385.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),386.0,fine-grained perception,localization,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),387.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),388.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),389.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),390.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),391.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),392.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),393.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),394.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),395.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),396.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),397.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),398.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),399.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),400.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),401.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),402.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),403.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),404.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),405.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),406.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),407.0,fine-grained perception,localization,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),408.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),409.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),410.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),411.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),412.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),413.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),414.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),415.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),416.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (1B),417.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),418.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),419.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),420.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (1B),421.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),422.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),423.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),424.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),425.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),426.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),427.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),428.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),429.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),430.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),431.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),432.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),433.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),434.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),435.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),436.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),437.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),438.0,fine-grained perception,localization,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),439.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),440.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),441.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),442.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),443.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),444.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),445.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),446.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),447.0,fine-grained perception,object counting,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),448.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),449.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),450.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),451.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),452.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (1B),453.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),454.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),455.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),456.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),457.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),458.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),459.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),460.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),461.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),462.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),463.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),464.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),465.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),466.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),467.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),468.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),469.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),470.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),471.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),472.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),473.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),474.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),475.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),476.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (1B),477.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),478.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),479.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),480.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),481.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),482.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),483.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),484.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),485.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),486.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),487.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),488.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),489.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
InternVL 3.5 (1B),490.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),491.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),492.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),493.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),494.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),495.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),496.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
InternVL 3.5 (1B),497.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),498.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),499.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),500.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
InternVL 3.5 (1B),501.0,instance reasoning,single-instance reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (1B),502.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),503.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),504.0,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),505.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (1B),506.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),507.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),508.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),509.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),510.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),511.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),512.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),513.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),514.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),515.0,instance reasoning,cross-instance attribute reasoning,100.0,100.0,0.0,100.0,-100.0
InternVL 3.5 (1B),516.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,0.0,0.0,-100.0
InternVL 3.5 (1B),517.0,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0,0.0
InternVL 3.5 (1B),518.0,instance reasoning,cross-instance attribute reasoning,0.0,0.0,100.0,-100.0,100.0
InternVL 3.5 (1B),519.0,instance reasoning,single-instance reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),520.0,instance reasoning,cross-instance attribute reasoning,100.0,0.0,0.0,100.0,0.0
InternVL 3.5 (1B),521.0,instance reasoning,cross-instance attribute reasoning,0.0,100.0,100.0,-100.0,0.0
