,,,,mean,mean,mean,MG
InternVL3_5-1B,336,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,337,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,338,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,339,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,340,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,341,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,342,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,343,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,344,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,345,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,346,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,347,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,348,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,349,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,350,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,351,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,352,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,353,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,354,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,355,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,356,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,357,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,358,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,359,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,360,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,361,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,362,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,363,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,364,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,365,fine-grained perception,object counting,0.0,0.0,1.0,-1.0
InternVL3_5-1B,366,fine-grained perception,localization,1.0,0.0,1.0,0.0
InternVL3_5-1B,367,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,368,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,369,fine-grained perception,recognition,1.0,1.0,0.0,1.0
InternVL3_5-1B,370,fine-grained perception,recognition,1.0,1.0,0.0,1.0
InternVL3_5-1B,371,fine-grained perception,localization,1.0,1.0,1.0,0.0
InternVL3_5-1B,372,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,373,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,374,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,375,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,376,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,377,fine-grained perception,recognition,0.0,0.0,1.0,-1.0
InternVL3_5-1B,378,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,379,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,380,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,381,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,382,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,383,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,384,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,385,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,386,fine-grained perception,localization,0.0,1.0,1.0,-1.0
InternVL3_5-1B,387,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,388,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,389,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,390,fine-grained perception,localization,1.0,0.0,1.0,0.0
InternVL3_5-1B,391,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,392,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,393,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,394,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,395,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,396,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,397,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,398,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,399,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,400,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,401,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,402,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,403,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,404,fine-grained perception,object counting,1.0,1.0,1.0,0.0
InternVL3_5-1B,405,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,406,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,407,fine-grained perception,localization,0.0,1.0,1.0,-1.0
InternVL3_5-1B,408,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,409,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,410,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,411,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,412,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,413,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,414,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,415,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,416,fine-grained perception,recognition,0.0,0.0,1.0,-1.0
InternVL3_5-1B,417,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,418,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,419,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,420,fine-grained perception,object counting,0.0,0.0,1.0,-1.0
InternVL3_5-1B,421,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,422,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,423,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,424,fine-grained perception,recognition,1.0,0.0,1.0,0.0
InternVL3_5-1B,425,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,426,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,427,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,428,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,429,fine-grained perception,localization,1.0,1.0,1.0,0.0
InternVL3_5-1B,430,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,431,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,432,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,433,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,434,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,435,fine-grained perception,object counting,1.0,1.0,1.0,0.0
InternVL3_5-1B,436,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,437,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,438,fine-grained perception,localization,0.0,1.0,1.0,-1.0
InternVL3_5-1B,439,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,440,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,441,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,442,fine-grained perception,recognition,1.0,0.0,1.0,0.0
InternVL3_5-1B,443,fine-grained perception,localization,1.0,1.0,1.0,0.0
InternVL3_5-1B,444,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,445,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,446,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,447,fine-grained perception,object counting,1.0,1.0,0.0,1.0
InternVL3_5-1B,448,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,449,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,450,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,451,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,452,fine-grained perception,recognition,0.0,0.0,1.0,-1.0
InternVL3_5-1B,453,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,454,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,455,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,456,fine-grained perception,recognition,1.0,1.0,0.0,1.0
InternVL3_5-1B,457,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,458,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,459,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,460,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,461,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,462,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,463,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,464,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,465,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,466,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,467,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,468,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,469,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,470,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,471,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,472,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,473,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,474,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,475,fine-grained perception,recognition,0.0,1.0,1.0,-1.0
InternVL3_5-1B,476,fine-grained perception,object counting,0.0,1.0,0.0,0.0
InternVL3_5-1B,477,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,478,fine-grained perception,object counting,1.0,0.0,0.0,1.0
InternVL3_5-1B,479,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,480,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,481,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,482,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,483,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,484,fine-grained perception,localization,1.0,1.0,1.0,0.0
InternVL3_5-1B,485,fine-grained perception,recognition,1.0,1.0,1.0,0.0
InternVL3_5-1B,486,fine-grained perception,object counting,0.0,1.0,1.0,-1.0
InternVL3_5-1B,487,fine-grained perception,recognition,1.0,0.0,0.0,1.0
InternVL3_5-1B,488,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,489,fine-grained perception,object counting,1.0,1.0,1.0,0.0
InternVL3_5-1B,490,fine-grained perception,localization,1.0,0.0,0.0,1.0
InternVL3_5-1B,491,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,492,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,493,fine-grained perception,localization,1.0,0.0,1.0,0.0
InternVL3_5-1B,494,fine-grained perception,localization,0.0,0.0,0.0,0.0
InternVL3_5-1B,495,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,496,fine-grained perception,recognition,1.0,0.0,1.0,0.0
InternVL3_5-1B,497,fine-grained perception,object counting,0.0,0.0,0.0,0.0
InternVL3_5-1B,498,fine-grained perception,recognition,1.0,1.0,0.0,1.0
InternVL3_5-1B,499,fine-grained perception,recognition,0.0,0.0,0.0,0.0
InternVL3_5-1B,500,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,501,instance reasoning,single-instance reasoning,0.0,1.0,0.0,0.0
InternVL3_5-1B,502,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,503,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,504,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,505,instance reasoning,cross-instance attribute reasoning,0.0,1.0,0.0,0.0
InternVL3_5-1B,506,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,507,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,508,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,509,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,510,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,511,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,512,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,513,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,514,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,515,instance reasoning,cross-instance attribute reasoning,1.0,1.0,0.0,1.0
InternVL3_5-1B,516,instance reasoning,cross-instance attribute reasoning,0.0,1.0,0.0,0.0
InternVL3_5-1B,517,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,518,instance reasoning,cross-instance attribute reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-1B,519,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,520,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,521,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,522,instance reasoning,cross-instance attribute reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,523,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,524,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,525,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,526,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,527,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,528,instance reasoning,single-instance reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,529,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,530,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,531,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,532,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,533,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,534,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,535,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,536,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,537,instance reasoning,cross-instance attribute reasoning,1.0,0.0,1.0,0.0
InternVL3_5-1B,538,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,539,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,540,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,541,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,542,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,543,instance reasoning,cross-instance attribute reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,544,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,545,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,546,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,547,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,548,instance reasoning,cross-instance attribute reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-1B,549,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,550,instance reasoning,cross-instance relation reasoning,1.0,0.0,1.0,0.0
InternVL3_5-1B,551,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,552,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,553,instance reasoning,cross-instance relation reasoning,1.0,0.0,1.0,0.0
InternVL3_5-1B,554,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,555,instance reasoning,single-instance reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,556,instance reasoning,cross-instance attribute reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,557,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,558,instance reasoning,single-instance reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-1B,559,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,560,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,561,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,562,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,563,instance reasoning,cross-instance relation reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,564,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,565,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,566,instance reasoning,cross-instance relation reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,567,instance reasoning,cross-instance relation reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,568,instance reasoning,cross-instance relation reasoning,1.0,1.0,0.0,1.0
InternVL3_5-1B,569,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,570,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,571,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,572,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,573,instance reasoning,single-instance reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-1B,574,instance reasoning,single-instance reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-1B,575,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,576,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,577,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,578,instance reasoning,cross-instance relation reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,579,instance reasoning,cross-instance attribute reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,580,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,581,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,582,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,583,instance reasoning,cross-instance relation reasoning,0.0,0.0,1.0,-1.0
InternVL3_5-1B,584,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,585,instance reasoning,single-instance reasoning,0.0,1.0,0.0,0.0
InternVL3_5-1B,586,instance reasoning,single-instance reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,587,instance reasoning,cross-instance attribute reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,588,instance reasoning,single-instance reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,589,instance reasoning,cross-instance relation reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,590,instance reasoning,cross-instance attribute reasoning,0.0,1.0,1.0,-1.0
InternVL3_5-1B,591,instance reasoning,single-instance reasoning,1.0,0.0,0.0,1.0
InternVL3_5-1B,592,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,593,instance reasoning,cross-instance relation reasoning,1.0,1.0,1.0,0.0
InternVL3_5-1B,594,instance reasoning,single-instance reasoning,0.0,1.0,0.0,0.0
InternVL3_5-1B,595,instance reasoning,cross-instance attribute reasoning,0.0,0.0,0.0,0.0
InternVL3_5-1B,596,instance reasoning,cross-instance relation reasoning,1.0,1.0,1.0,0.0
